Fecha,Hora,Origen,Destino,Clase,Precio,VueloID,Gate
2026-05-01,22:46,CAN,AMS,Turista,900,553,G19
2026-04-24,11:07,LAX,FRA,Primera Clase,1215,717,G19
2026-05-04,00:19,DXB,PEK,Turista,700,482,G16
2026-05-08,17:59,TYO,ATL,Primera Clase,1890,141,G12
2026-04-27,17:41,FRA,PAR,Turista,150,503,G1
2026-05-03,04:31,LAX,FRA,Primera Clase,1215,395,G17
2026-05-01,01:34,AMS,PEK,Turista,900,129,G3
2026-04-24,20:16,CAN,PAR,Primera Clase,1283,536,G15
2026-04-16,13:17,FRA,PEK,Turista,850,518,G5
2026-04-27,03:07,AMS,IST,Primera Clase,608,775,G16
2026-05-14,13:33,TYO,SIN,Turista,700,554,G5
2026-04-20,04:45,IST,LAX,Primera Clase,4049,602,G15
2026-04-17,09:42,MAD,LAX,Turista,900,643,G13
2026-04-16,16:26,LAX,DXB,Primera Clase,1755,856,G11
2026-04-21,19:07,DFW,PAR,Turista,800,434,G7
2026-05-13,12:38,LON,LAX,Primera Clase,1080,843,G17
2026-04-28,04:30,CAN,DFW,Turista,1200,867,G20
2026-05-09,19:10,IST,SIN,Primera Clase,1080,143,G9
2026-04-27,13:27,AMS,LAX,Turista,850,708,G12
2026-05-01,17:25,FRA,LON,Primera Clase,270,687,G17
2026-04-27,21:13,SAO,ATL,Turista,900,535,G5
2026-05-03,09:34,SIN,LON,Primera Clase,1215,127,G9
2026-04-29,11:05,CAN,DXB,Turista,650,289,G1
2026-05-03,08:25,SIN,PAR,Primera Clase,1283,920,G10
2026-05-06,23:31,AMS,SIN,Turista,950,880,G8
2026-05-11,08:49,SAO,ATL,Primera Clase,1215,968,G14
2026-05-02,10:34,LAX,FRA,Turista,900,213,G4
2026-04-29,00:45,CAN,TYO,Primera Clase,743,567,G19
2026-05-06,20:54,SIN,PAR,Turista,950,856,G10
2026-04-17,23:37,DXB,DFW,Primera Clase,1620,779,G19
2026-05-13,02:31,LAX,ATL,Turista,400,496,G13
2026-05-04,13:24,MAD,DXB,Primera Clase,1013,181,G15
2026-05-04,12:55,PAR,ATL,Turista,750,380,G9
2026-04-19,15:31,AMS,DFW,Primera Clase,1080,210,G15
2026-04-25,04:08,DFW,LAX,Turista,300,613,G9
2026-05-10,14:17,PAR,AMS,Primera Clase,243,348,G19
2026-04-30,07:29,PAR,SAO,Turista,1050,560,G5
2026-04-19,08:54,IST,AMS,Primera Clase,608,683,G17
2026-04-22,00:59,CAN,DFW,Turista,1200,410,G17
2026-05-08,21:46,ATL,SAO,Primera Clase,1215,974,G1
2026-04-29,23:54,DFW,MAD,Turista,850,190,G8
2026-05-02,14:15,DXB,PAR,Primera Clase,945,376,G12
2026-04-25,03:53,DFW,CAN,Turista,1200,104,G2
2026-04-16,23:47,TYO,DXB,Primera Clase,1013,253,G11
2026-04-23,02:44,DFW,DXB,Turista,1200,572,G18
2026-04-26,19:37,IST,SIN,Primera Clase,1080,716,G12
2026-05-04,08:52,MAD,SIN,Turista,1000,897,G10
2026-04-22,19:36,IST,TYO,Primera Clase,1215,418,G5
2026-05-02,13:07,FRA,PAR,Turista,150,766,G9
2026-04-21,18:14,TYO,PEK,Primera Clase,675,559,G10
2026-05-04,18:31,PAR,AMS,Turista,180,917,G19
2026-04-28,00:27,LAX,TYO,Primera Clase,1215,147,G15
2026-05-09,11:19,PEK,LON,Turista,900,604,G7
2026-04-20,23:25,MAD,DXB,Primera Clase,1013,375,G14
2026-05-04,07:36,LON,IST,Turista,400,695,G11
2026-04-29,03:46,CAN,DFW,Primera Clase,1620,933,G16
2026-05-12,15:13,IST,SIN,Turista,800,464,G9
2026-04-26,20:22,MAD,SIN,Primera Clase,1350,244,G7
2026-04-21,09:46,TYO,LON,Turista,1000,354,G8
2026-04-23,04:03,IST,SIN,Primera Clase,1080,861,G10
2026-05-09,16:28,ATL,DFW,Turista,200,482,G16
2026-05-06,02:17,IST,SAO,Primera Clase,1620,816,G17
2026-04-18,15:11,ATL,FRA,Turista,800,664,G2
2026-05-11,13:43,LON,TYO,Primera Clase,1350,121,G12
2026-04-16,16:16,SIN,LON,Turista,900,504,G1
2026-04-29,04:14,LON,MAD,Primera Clase,270,169,G3
2026-05-13,08:49,DFW,DXB,Turista,1200,894,G15
2026-04-16,01:37,CAN,PAR,Primera Clase,1283,744,G11
2026-05-09,13:17,TYO,PAR,Turista,105,290,G16
2026-04-17,14:25,AMS,MAD,Primera Clase,270,260,G9
2026-04-16,22:06,AMS,IST,Turista,450,218,G8
2026-04-19,09:40,LON,SAO,Primera Clase,1485,714,G12
2026-05-09,07:45,LON,FRA,Turista,200,245,G6
2026-05-08,04:23,TYO,IST,Primera Clase,1215,939,G6
2026-04-26,05:36,MAD,AMS,Turista,200,176,G13
2026-04-30,12:27,LAX,TYO,Primera Clase,1215,175,G20
2026-05-12,10:50,MAD,PAR,Turista,200,161,G7
2026-04-26,02:26,MAD,SAO,Primera Clase,1350,416,G9
2026-04-16,12:54,AMS,PEK,Turista,900,230,G15
2026-05-10,14:43,PEK,SAO,Primera Clase,2295,561,G12
2026-04-24,06:41,PAR,ATL,Turista,750,307,G1
2026-05-08,06:31,LAX,DFW,Primera Clase,405,632,G10
2026-05-03,07:19,DXB,FRA,Turista,600,523,G7
2026-05-04,21:01,FRA,DFW,Primera Clase,1148,982,G15
2026-04-27,10:15,LAX,TYO,Turista,900,928,G12
2026-05-05,06:14,PAR,MAD,Primera Clase,270,693,G12
2026-04-23,11:29,TYO,DXB,Turista,750,854,G7
2026-04-26,13:02,MAD,DXB,Primera Clase,1013,869,G13
2026-04-20,08:48,PAR,DXB,Turista,700,598,G5
2026-05-09,10:39,FRA,PEK,Primera Clase,1148,365,G9
2026-05-13,10:47,MAD,SIN,Turista,1000,198,G12
2026-05-08,15:55,PAR,MAD,Primera Clase,270,933,G8
2026-05-06,15:53,AMS,PEK,Turista,900,924,G7
2026-05-04,16:44,ATL,TYO,Primera Clase,1890,356,G2
2026-05-08,08:07,FRA,TYO,Turista,950,342,G1
2026-04-28,09:59,SIN,PAR,Primera Clase,1283,420,G6
2026-05-07,09:21,LAX,DFW,Turista,300,549,G7
2026-04-19,07:15,PEK,MAD,Primera Clase,1283,115,G17
2026-05-05,09:14,CAN,DFW,Turista,1200,802,G10
2026-04-21,12:36,MAD,IST,Primera Clase,675,741,G20
2026-04-21,00:29,PAR,ATL,Turista,750,309,G4
2026-04-26,22:52,LON,MAD,Primera Clase,270,681,G1
2026-05-07,01:37,DFW,ATL,Turista,200,621,G20
2026-05-09,10:24,TYO,ATL,Primera Clase,1890,492,G15
2026-05-07,08:16,LAX,SIN,Turista,1400,461,G12
2026-04-29,12:01,AMS,TYO,Primera Clase,1350,924,G3
2026-04-21,10:21,CAN,AMS,Turista,900,495,G8
2026-04-29,22:42,AMS,SAO,Primera Clase,1418,559,G6
2026-05-08,06:14,CAN,AMS,Turista,900,116,G20
2026-05-09,13:12,IST,MAD,Primera Clase,675,445,G7
2026-04-15,15:49,LON,IST,Turista,400,681,G4
2026-04-25,18:51,LAX,PEK,Primera Clase,1485,571,G7
2026-05-06,09:42,AMS,ATL,Turista,780,328,G6
2026-05-03,18:47,TYO,PEK,Primera Clase,675,988,G15
2026-05-05,02:29,AMS,LAX,Turista,850,924,G2
2026-04-21,05:52,MAD,LAX,Primera Clase,1215,782,G13
2026-05-10,20:00,LAX,TYO,Turista,900,243,G8
2026-04-24,03:30,MAD,DFW,Primera Clase,1148,419,G20
2026-05-07,02:34,SIN,PEK,Turista,600,329,G2
2026-04-23,01:00,LON,TYO,Primera Clase,1350,103,G11
2026-04-29,23:21,DFW,AMS,Turista,800,908,G16
2026-04-22,11:45,TYO,DFW,Primera Clase,1823,922,G20
2026-05-12,10:51,AMS,IST,Turista,450,855,G15
2026-04-27,04:11,DXB,DFW,Primera Clase,1620,818,G8
2026-04-19,13:10,LON,ATL,Turista,700,282,G12
2026-05-04,20:49,TYO,LAX,Primera Clase,1215,629,G14
2026-04-15,06:44,MAD,DFW,Turista,850,645,G16
2026-05-13,16:20,DXB,FRA,Primera Clase,810,293,G17
2026-05-08,00:14,IST,DFW,Turista,1000,283,G13
2026-04-28,02:55,SIN,IST,Primera Clase,1080,969,G11
2026-04-23,07:06,SIN,LON,Turista,900,371,G14
2026-05-04,05:43,LAX,ATL,Primera Clase,540,316,G6
2026-04-25,15:02,DXB,FRA,Turista,600,170,G14
2026-04-28,01:56,AMS,ATL,Primera Clase,1053,366,G7
2026-04-22,11:57,DFW,AMS,Turista,800,192,G10
2026-05-12,10:55,DFW,ATL,Primera Clase,270,988,G19
2026-05-08,00:54,IST,LAX,Turista,2999,465,G4
2026-04-28,21:05,SAO,DFW,Primera Clase,1283,880,G14
2026-04-17,04:07,DXB,DFW,Turista,1200,499,G13
2026-05-09,06:19,IST,LAX,Primera Clase,4049,435,G19
2026-04-28,14:18,DXB,LON,Turista,650,650,G9
2026-04-27,20:18,ATL,TYO,Primera Clase,1890,861,G8
2026-04-30,19:05,DFW,DXB,Turista,1200,203,G20
2026-05-01,14:13,PEK,DFW,Primera Clase,1553,937,G20
2026-05-13,01:08,MAD,SAO,Turista,1000,601,G10
2026-05-05,13:33,LAX,IST,Primera Clase,1485,427,G12
2026-05-11,00:04,MAD,IST,Turista,500,401,G17
2026-04-21,18:19,CAN,SAO,Primera Clase,2295,551,G7
2026-04-16,13:22,PAR,AMS,Turista,180,128,G4
2026-04-22,23:51,AMS,DXB,Primera Clase,878,799,G19
2026-04-25,00:29,LAX,AMS,Turista,850,891,G8
2026-05-03,06:17,LON,ATL,Primera Clase,945,845,G9
2026-04-18,14:52,IST,MAD,Turista,500,223,G20
2026-05-14,07:02,IST,FRA,Primera Clase,473,576,G8
2026-05-06,07:20,SIN,TYO,Turista,700,301,G6
2026-04-20,13:01,MAD,LAX,Primera Clase,1215,110,G16
2026-05-02,18:51,FRA,SIN,Turista,900,338,G6
2026-05-10,09:44,LON,SAO,Primera Clase,1485,322,G16
2026-04-22,07:46,CAN,IST,Turista,800,891,G8
2026-04-26,13:44,PAR,LAX,Primera Clase,1148,602,G9
2026-05-01,11:45,ATL,SIN,Turista,1500,955,G3
2026-05-01,02:00,CAN,AMS,Primera Clase,1215,551,G12
2026-04-24,04:13,AMS,DFW,Turista,800,423,G11
2026-04-30,22:10,MAD,SAO,Primera Clase,1350,112,G17
2026-05-07,00:47,MAD,SAO,Turista,1000,693,G14
2026-04-28,23:30,IST,LAX,Primera Clase,4049,604,G2
2026-05-06,00:31,DFW,CAN,Turista,1200,926,G7
2026-04-28,00:12,MAD,PAR,Primera Clase,270,359,G18
2026-05-03,01:24,CAN,TYO,Turista,550,634,G7
2026-04-15,04:07,PEK,SAO,Primera Clase,2295,700,G10
2026-05-08,05:18,TYO,LON,Turista,1000,453,G14
2026-04-24,20:23,DFW,LAX,Primera Clase,405,525,G17
2026-05-02,19:41,MAD,IST,Turista,500,908,G20
2026-05-03,03:20,DFW,DXB,Primera Clase,1620,132,G1
2026-05-14,00:43,LON,PAR,Turista,150,908,G6
2026-05-11,00:38,FRA,TYO,Primera Clase,1283,436,G13
2026-04-26,04:04,PAR,LAX,Turista,850,597,G14
2026-04-25,18:17,ATL,TYO,Primera Clase,1890,284,G9
2026-04-19,21:07,LAX,ATL,Turista,400,994,G2
2026-05-13,00:40,PEK,SAO,Primera Clase,2295,707,G15
2026-04-28,17:18,DXB,TYO,Turista,750,440,G12
2026-05-14,12:04,LON,TYO,Primera Clase,1350,954,G19
2026-05-14,20:52,FRA,PAR,Turista,150,972,G4
2026-04-30,04:22,DXB,TYO,Primera Clase,1013,511,G12
2026-04-17,06:11,PAR,DXB,Turista,700,944,G8
2026-04-19,11:13,SIN,PEK,Primera Clase,810,502,G17
2026-04-15,16:19,PEK,MAD,Turista,950,586,G15
2026-05-02,00:17,DXB,TYO,Primera Clase,1013,371,G12
2026-04-19,21:42,DXB,PAR,Turista,700,597,G7
2026-04-18,19:08,IST,SAO,Primera Clase,1620,351,G20
2026-04-24,10:21,LAX,SIN,Turista,1400,394,G10
2026-05-09,19:00,ATL,SAO,Primera Clase,1215,951,G5
2026-04-29,07:07,ATL,MAD,Turista,800,155,G17
2026-05-02,06:18,LAX,FRA,Primera Clase,1215,778,G17
2026-04-19,20:29,AMS,ATL,Turista,780,889,G1
2026-05-02,16:18,FRA,DFW,Primera Clase,1148,880,G9
2026-04-17,00:04,CAN,IST,Turista,800,433,G11
2026-04-21,11:03,LON,SAO,Primera Clase,1485,190,G8
2026-04-27,19:22,DFW,MAD,Turista,850,741,G9
2026-04-19,08:19,LON,AMS,Primera Clase,203,243,G2
2026-04-25,10:48,DXB,SIN,Turista,600,493,G19
2026-04-24,01:49,CAN,LAX,Primera Clase,1553,337,G15
2026-05-09,11:28,DXB,SIN,Turista,600,929,G10
2026-05-04,06:15,TYO,ATL,Primera Clase,1890,472,G3
2026-04-30,11:29,DFW,AMS,Turista,800,697,G5
2026-05-02,19:30,AMS,MAD,Primera Clase,270,563,G18
2026-05-04,19:04,CAN,SAO,Turista,1700,140,G15
2026-04-22,05:25,TYO,ATL,Primera Clase,1890,750,G19
2026-05-05,16:36,DXB,IST,Turista,400,807,G11
2026-05-02,02:34,TYO,ATL,Primera Clase,1890,929,G9
2026-05-12,08:15,IST,DFW,Turista,1000,646,G9
2026-05-06,14:26,PEK,MAD,Primera Clase,1283,401,G13
2026-05-01,18:23,MAD,PAR,Turista,200,494,G4
2026-04-27,18:29,ATL,DFW,Primera Clase,270,704,G13
2026-05-13,00:56,DFW,IST,Turista,1000,355,G20
2026-04-20,00:50,CAN,SAO,Primera Clase,2295,921,G19
2026-04-26,23:57,SIN,TYO,Turista,700,807,G13
2026-04-16,12:57,SAO,ATL,Primera Clase,1215,834,G4
2026-05-06,13:25,LAX,TYO,Turista,900,369,G20
2026-04-21,03:00,AMS,LAX,Primera Clase,1148,980,G6
2026-04-18,09:32,ATL,SIN,Turista,1500,492,G9
2026-05-14,23:37,LAX,FRA,Primera Clase,1215,917,G18
2026-04-17,09:25,IST,SIN,Turista,800,367,G4
2026-04-19,16:35,ATL,SAO,Primera Clase,1215,630,G11
2026-04-23,10:39,LAX,AMS,Turista,850,871,G18
2026-04-20,13:45,SIN,DFW,Primera Clase,1890,885,G19
2026-04-17,14:36,ATL,LAX,Turista,400,616,G18
2026-05-13,15:51,AMS,DFW,Primera Clase,1080,116,G3
2026-04-23,18:25,ATL,MAD,Turista,800,961,G19
2026-05-09,07:32,DXB,AMS,Primera Clase,878,457,G4
2026-05-01,21:40,CAN,DXB,Turista,650,252,G5
2026-04-30,04:07,DFW,AMS,Primera Clase,1080,603,G2
2026-04-19,15:29,ATL,SAO,Turista,900,969,G13
2026-05-01,10:55,AMS,TYO,Primera Clase,1350,632,G14
2026-04-26,01:16,PEK,LON,Turista,900,455,G7
2026-05-05,21:36,LON,TYO,Primera Clase,1350,409,G3
2026-05-07,16:58,TYO,DXB,Turista,750,555,G19
2026-05-14,14:16,DXB,AMS,Primera Clase,878,377,G7
2026-04-21,10:04,ATL,MAD,Turista,800,111,G15
2026-05-11,05:32,LAX,AMS,Primera Clase,1148,175,G20
2026-04-28,00:59,DXB,SIN,Turista,600,972,G10
2026-05-12,11:01,AMS,MAD,Primera Clase,270,420,G18
2026-04-22,08:30,IST,TYO,Turista,900,768,G10
2026-05-03,01:01,LAX,AMS,Primera Clase,1148,698,G11
2026-04-20,20:15,LON,LAX,Turista,800,408,G13
2026-04-23,07:01,IST,FRA,Primera Clase,473,440,G18
2026-04-21,18:46,ATL,TYO,Turista,1400,732,G1
2026-05-14,15:20,DXB,PAR,Primera Clase,945,368,G14
2026-05-05,18:02,DXB,TYO,Turista,750,468,G17
2026-04-27,09:52,LAX,IST,Primera Clase,1485,253,G10
2026-04-19,18:39,LAX,PEK,Turista,1100,994,G3
2026-04-17,21:01,MAD,LAX,Primera Clase,1215,964,G16
2026-05-12,22:37,CAN,SAO,Turista,1700,679,G14
2026-05-13,22:58,MAD,FRA,Primera Clase,338,331,G18
2026-05-07,13:51,LON,AMS,Turista,150,621,G9
2026-05-07,08:54,IST,DXB,Primera Clase,540,146,G18
2026-04-20,08:47,IST,PEK,Turista,800,989,G10
2026-05-05,09:16,DFW,MAD,Primera Clase,1148,578,G9
2026-04-22,17:08,LAX,TYO,Turista,900,977,G11
2026-04-17,11:07,LAX,DXB,Primera Clase,1755,986,G8
2026-05-10,23:10,DFW,DXB,Turista,1200,526,G13
2026-05-06,17:21,TYO,PEK,Primera Clase,675,241,G2
2026-05-10,03:35,ATL,MAD,Turista,800,343,G13
2026-04-28,13:11,PEK,TYO,Primera Clase,675,529,G7
2026-05-03,10:00,CAN,SIN,Turista,500,409,G6
2026-05-03,15:23,LON,DXB,Primera Clase,878,181,G19
2026-05-09,10:21,LON,PAR,Turista,150,362,G20
2026-05-10,00:03,DFW,CAN,Primera Clase,1620,470,G18
2026-04-28,00:48,SIN,DFW,Turista,1400,896,G4
2026-05-03,21:30,IST,PEK,Primera Clase,1080,408,G8
2026-05-04,07:14,LON,DXB,Turista,650,168,G15
2026-05-01,21:24,MAD,IST,Primera Clase,675,739,G11
2026-04-18,19:36,PEK,DXB,Turista,700,463,G5
2026-04-23,04:32,AMS,SAO,Primera Clase,1418,455,G7
2026-04-26,12:05,ATL,SIN,Turista,1500,435,G10
2026-05-03,13:50,ATL,SAO,Primera Clase,1215,449,G13
2026-04-15,08:10,AMS,ATL,Turista,780,693,G1
2026-04-29,01:15,MAD,AMS,Primera Clase,270,156,G4
2026-05-05,13:17,LAX,DXB,Turista,1300,150,G18
2026-04-22,13:09,PEK,AMS,Primera Clase,1215,257,G16
2026-05-10,10:15,AMS,DFW,Turista,800,446,G3
2026-04-18,04:26,PEK,SIN,Primera Clase,810,713,G19
2026-05-01,01:32,IST,DFW,Turista,1000,862,G17
2026-04-17,12:34,DFW,AMS,Primera Clase,1080,331,G10
2026-04-20,09:15,PAR,SAO,Turista,1050,922,G4
2026-05-02,18:07,DXB,LON,Primera Clase,878,469,G12
2026-04-24,04:47,ATL,TYO,Turista,1400,492,G10
2026-04-19,05:02,PEK,AMS,Primera Clase,1215,878,G1
2026-05-06,13:12,ATL,FRA,Turista,800,292,G14
2026-05-08,18:27,CAN,SAO,Primera Clase,2295,577,G20
2026-05-05,14:07,PAR,SAO,Turista,1050,776,G16
2026-05-11,05:59,PAR,LAX,Primera Clase,1148,686,G6
2026-04-29,05:58,CAN,SIN,Turista,500,709,G10
2026-04-24,06:48,LON,SAO,Primera Clase,1485,927,G2
2026-05-14,14:20,PEK,MAD,Turista,950,999,G6
2026-04-20,10:29,CAN,IST,Primera Clase,1080,630,G8
2026-04-26,07:50,MAD,DFW,Turista,850,710,G1
2026-05-02,00:39,TYO,LON,Primera Clase,1350,167,G20
2026-04-24,20:08,AMS,IST,Turista,450,510,G7
2026-05-04,01:39,SIN,PAR,Primera Clase,1283,499,G8
2026-04-28,12:52,CAN,AMS,Turista,900,442,G7
2026-04-25,00:57,PAR,DXB,Primera Clase,945,845,G3
2026-04-17,15:52,SIN,DFW,Turista,1400,571,G6
2026-04-28,14:49,MAD,LAX,Primera Clase,1215,614,G1
2026-05-09,00:27,LAX,SIN,Turista,1400,534,G18
2026-04-15,21:10,PEK,TYO,Primera Clase,675,105,G4
2026-05-14,18:11,TYO,ATL,Turista,1400,989,G18
2026-05-13,19:44,TYO,LON,Primera Clase,1350,715,G6
2026-04-24,15:53,TYO,PAR,Turista,105,379,G13
2026-05-07,12:24,AMS,MAD,Primera Clase,270,461,G7
2026-04-18,07:00,ATL,SIN,Turista,1500,860,G16
2026-05-11,01:52,LAX,DXB,Primera Clase,1755,123,G16
2026-04-15,04:25,TYO,IST,Turista,900,285,G18
2026-05-13,14:01,AMS,SAO,Primera Clase,1418,896,G17
2026-04-20,23:02,AMS,PEK,Turista,900,175,G3
2026-05-01,18:54,IST,TYO,Primera Clase,1215,252,G11
2026-04-18,21:56,PEK,DFW,Turista,1150,676,G14
2026-04-18,04:03,PAR,ATL,Primera Clase,1013,582,G11
2026-05-07,02:31,TYO,MAD,Turista,1100,305,G4
2026-04-29,19:06,PAR,AMS,Primera Clase,243,532,G6
2026-04-16,22:52,LON,LAX,Turista,800,120,G14
2026-04-25,04:42,ATL,TYO,Primera Clase,1890,599,G20
2026-04-21,16:14,DFW,SAO,Turista,950,967,G8
2026-04-17,17:04,LAX,PAR,Primera Clase,1148,820,G4
2026-04-22,19:28,LAX,ATL,Turista,400,881,G5
2026-05-11,03:12,LAX,SIN,Primera Clase,1890,161,G18
2026-04-22,00:19,CAN,AMS,Turista,900,900,G3
2026-05-01,22:20,MAD,FRA,Primera Clase,338,891,G6
2026-04-22,01:54,SIN,DFW,Turista,1400,450,G13
2026-05-13,15:19,LON,MAD,Primera Clase,270,844,G7
2026-05-12,13:18,DXB,CAN,Turista,650,865,G2
2026-05-13,15:26,MAD,SIN,Primera Clase,1350,572,G9
2026-04-28,10:21,DFW,MAD,Turista,850,926,G4
2026-04-29,03:14,LON,SAO,Primera Clase,1485,600,G15
2026-05-08,06:52,DXB,TYO,Turista,750,560,G6
2026-05-07,18:44,AMS,ATL,Primera Clase,1053,552,G10
2026-05-12,21:47,DXB,SAO,Turista,1400,980,G3
2026-05-07,16:19,DFW,DXB,Primera Clase,1620,422,G18
2026-04-15,22:17,AMS,MAD,Turista,200,254,G17
2026-05-12,16:58,MAD,LAX,Primera Clase,1215,744,G6
2026-04-24,09:11,CAN,PEK,Turista,200,880,G11
2026-05-05,23:02,ATL,SAO,Primera Clase,1215,519,G13
2026-04-17,13:54,TYO,SIN,Turista,700,576,G11
2026-04-17,22:47,LON,MAD,Primera Clase,270,139,G18
2026-05-12,15:42,PEK,SIN,Turista,600,832,G16
2026-05-02,07:34,TYO,IST,Primera Clase,1215,433,G15
2026-05-09,07:43,AMS,LAX,Turista,850,469,G12
2026-04-18,10:47,IST,SIN,Primera Clase,1080,673,G8
2026-04-18,05:34,LAX,ATL,Turista,400,599,G2
2026-04-23,01:48,TYO,LON,Primera Clase,1350,109,G12
2026-05-09,00:06,FRA,IST,Turista,350,951,G7
2026-04-15,21:15,SIN,IST,Primera Clase,1080,916,G20
2026-05-01,02:14,PAR,ATL,Turista,750,360,G15
2026-04-15,13:01,SAO,ATL,Primera Clase,1215,336,G7
2026-05-06,07:00,PAR,SAO,Turista,1050,218,G1
2026-05-07,11:05,IST,FRA,Primera Clase,473,268,G18
2026-04-29,03:20,MAD,DFW,Turista,850,820,G4
2026-04-27,18:07,DFW,ATL,Primera Clase,270,958,G6
2026-04-22,05:14,DFW,AMS,Turista,800,358,G2
2026-05-12,00:04,SIN,TYO,Primera Clase,945,414,G6
2026-05-12,06:47,DXB,FRA,Turista,600,182,G2
2026-05-01,18:32,IST,PEK,Primera Clase,1080,577,G14
2026-04-19,17:32,PAR,MAD,Turista,200,544,G2
2026-04-28,19:54,LAX,DXB,Primera Clase,1755,716,G2
2026-05-08,06:39,DFW,MAD,Turista,850,835,G5
2026-05-10,04:17,IST,DXB,Primera Clase,540,566,G9
2026-05-08,15:10,IST,TYO,Turista,900,884,G3
2026-04-24,04:53,MAD,AMS,Primera Clase,270,609,G19
2026-05-02,00:27,MAD,SAO,Turista,1000,151,G19
2026-05-07,21:15,DFW,PAR,Primera Clase,1080,561,G14
2026-05-12,18:00,CAN,PAR,Turista,950,259,G18
2026-04-16,20:07,PAR,MAD,Primera Clase,270,240,G1
2026-05-13,21:55,LAX,AMS,Turista,850,190,G3
2026-04-28,19:30,IST,FRA,Primera Clase,473,523,G7
2026-04-26,00:13,SIN,PEK,Turista,600,497,G5
2026-04-30,17:52,PAR,ATL,Primera Clase,1013,745,G7
2026-05-13,14:48,MAD,SIN,Turista,1000,996,G10
2026-05-11,03:53,PAR,DXB,Primera Clase,945,555,G9
2026-05-03,01:16,TYO,DFW,Turista,1350,483,G2
2026-04-16,16:37,DXB,FRA,Primera Clase,810,455,G11
2026-04-23,19:35,PEK,PAR,Turista,950,426,G10
2026-04-22,20:21,PAR,DXB,Primera Clase,945,108,G13
2026-04-29,02:51,CAN,PAR,Turista,950,803,G12
2026-05-03,19:38,MAD,DXB,Primera Clase,1013,359,G8
2026-04-24,22:07,MAD,PAR,Turista,200,339,G18
2026-05-07,01:05,DFW,DXB,Primera Clase,1620,437,G15
2026-05-05,13:32,ATL,SIN,Turista,1500,255,G6
2026-04-17,21:41,PAR,AMS,Primera Clase,243,815,G7
2026-05-14,12:43,TYO,MAD,Turista,1100,662,G13
2026-04-24,14:11,AMS,PEK,Primera Clase,1215,693,G6
2026-05-06,10:19,IST,DXB,Turista,400,394,G19
2026-04-29,15:27,IST,LAX,Primera Clase,4049,234,G1
2026-05-11,01:10,LAX,TYO,Turista,900,893,G9
2026-04-18,13:15,TYO,SIN,Primera Clase,945,270,G2
2026-05-13,03:46,DXB,AMS,Turista,650,489,G7
2026-05-14,03:40,PEK,PAR,Primera Clase,1283,544,G14
2026-04-21,21:04,LON,IST,Turista,400,949,G14
2026-05-03,08:01,IST,DXB,Primera Clase,540,493,G6
2026-05-05,15:31,PAR,SIN,Turista,950,519,G4
2026-05-07,11:53,LON,IST,Primera Clase,540,750,G10
2026-05-11,14:21,FRA,TYO,Turista,950,164,G6
2026-04-26,06:27,DFW,IST,Primera Clase,1350,108,G12
2026-05-12,19:27,PEK,SAO,Turista,1700,420,G20
2026-05-11,18:16,SIN,PEK,Primera Clase,810,805,G18
2026-04-28,02:16,IST,LON,Turista,900,556,G16
2026-04-23,09:13,SIN,TYO,Primera Clase,945,589,G4
2026-05-05,22:18,DXB,CAN,Turista,650,608,G17
2026-04-21,12:26,IST,SAO,Primera Clase,1620,483,G2
2026-04-24,09:52,DFW,LAX,Turista,300,893,G13
2026-05-08,09:31,AMS,LAX,Primera Clase,1148,548,G19
2026-05-05,07:46,TYO,IST,Turista,900,515,G3
2026-05-11,21:12,SIN,PAR,Primera Clase,1283,236,G1
2026-05-05,00:41,AMS,LAX,Turista,850,790,G1
2026-05-07,10:37,DXB,LAX,Primera Clase,1755,480,G10
2026-05-11,07:19,LAX,FRA,Turista,900,738,G16
2026-05-08,16:56,FRA,SIN,Primera Clase,1215,916,G14
2026-04-24,06:34,DXB,PEK,Turista,700,992,G19
2026-04-23,23:03,PEK,SIN,Primera Clase,810,870,G9
2026-05-07,02:49,MAD,DXB,Turista,750,942,G4
2026-05-11,08:46,FRA,DFW,Primera Clase,1148,959,G7
2026-04-19,08:04,DXB,SIN,Turista,600,510,G5
2026-04-15,11:37,ATL,SAO,Primera Clase,1215,275,G15
2026-05-13,10:53,PEK,SAO,Turista,1700,768,G20
2026-05-14,10:00,DXB,PEK,Primera Clase,945,926,G13
2026-04-22,06:59,SIN,PEK,Turista,600,685,G3
2026-04-27,00:11,LAX,PEK,Primera Clase,1485,360,G20
2026-05-14,22:16,PAR,MAD,Turista,200,176,G11
2026-05-02,19:38,FRA,LON,Primera Clase,270,656,G20
2026-04-18,04:49,MAD,SAO,Turista,1000,643,G11
2026-05-10,16:47,DXB,PEK,Primera Clase,945,361,G13
2026-05-05,22:52,DFW,AMS,Turista,800,507,G19
2026-04-24,01:41,AMS,ATL,Primera Clase,1053,605,G10
2026-05-14,10:39,DFW,PAR,Turista,800,766,G6
2026-04-18,10:10,FRA,PEK,Primera Clase,1148,820,G2
2026-04-25,05:05,LON,IST,Turista,400,714,G16
2026-04-25,10:31,CAN,AMS,Primera Clase,1215,628,G20
2026-04-23,03:51,TYO,PEK,Turista,500,122,G10
2026-05-10,14:06,LAX,SIN,Primera Clase,1890,616,G19
2026-05-13,21:15,PEK,MAD,Turista,950,854,G14
2026-04-17,13:05,AMS,SAO,Primera Clase,1418,975,G10
